.HEADER
..NAMES
Time,V U2.J7&K7
3.65500e-008,0.7501
3.65840e-008,0.6207
3.66180e-008,0.4785
3.66520e-008,0.3446
3.66860e-008,0.2403
3.67200e-008,0.1793
3.67540e-008,0.1582
3.67880e-008,0.1613
3.68220e-008,0.1783
3.68560e-008,0.2075
3.68900e-008,0.2445
3.69240e-008,0.2773
3.69580e-008,0.2964
3.69920e-008,0.3024
3.70260e-008,0.3031
3.70600e-008,0.3033
3.70940e-008,0.3038
3.71280e-008,0.3049
3.71620e-008,0.3083
3.71960e-008,0.3165
3.72300e-008,0.3320
3.72640e-008,0.3542
3.72980e-008,0.3799
3.73320e-008,0.4083
3.73660e-008,0.4425
3.74000e-008,0.4897
3.74340e-008,0.5501
3.74680e-008,0.6175
3.75020e-008,0.6953
3.75360e-008,0.7865
3.75700e-008,0.8835
3.76040e-008,0.9771
3.76380e-008,1.0594
3.76720e-008,1.1252
3.77060e-008,1.1755
3.77400e-008,1.2099
3.77740e-008,1.2248
3.78080e-008,1.2215
3.78420e-008,1.2072
3.78760e-008,1.1879
3.79100e-008,1.1639
3.79440e-008,1.1336
3.79780e-008,1.0987
3.80120e-008,1.0637
3.80460e-008,1.0316
3.80800e-008,1.0041
3.81140e-008,0.9831
3.81480e-008,0.9700
3.81820e-008,0.9657
3.82160e-008,0.9714
3.82500e-008,0.9853
3.82840e-008,1.0001
3.83180e-008,0.9973
3.83520e-008,0.9541
3.83860e-008,0.8725
3.84200e-008,0.7673
3.84540e-008,0.6409
3.84880e-008,0.4995
3.85220e-008,0.3629
3.85560e-008,0.2531
3.85900e-008,0.1855
3.86240e-008,0.1595
3.86580e-008,0.1599
3.86920e-008,0.1750
3.87260e-008,0.2025
3.87600e-008,0.2390
3.87940e-008,0.2732
3.88280e-008,0.2945
3.88620e-008,0.3020
3.88960e-008,0.3031
3.89300e-008,0.3032
3.89640e-008,0.3037
3.89980e-008,0.3047
3.90320e-008,0.3076
3.90660e-008,0.3149
3.91000e-008,0.3293
3.91340e-008,0.3507
3.91680e-008,0.3760
3.92020e-008,0.4039
3.92360e-008,0.4368
3.92700e-008,0.4818
3.93040e-008,0.5407
3.93380e-008,0.6071
3.93720e-008,0.6830
3.94060e-008,0.7724
3.94400e-008,0.8693
3.94740e-008,0.9639
3.95080e-008,1.0482
3.95420e-008,1.1165
3.95760e-008,1.1691
3.96100e-008,1.2060
3.96440e-008,1.2239
3.96780e-008,1.2229
3.97120e-008,1.2097
3.97460e-008,1.1910
3.97800e-008,1.1678
3.98140e-008,1.1385
3.98480e-008,1.1040
3.98820e-008,1.0687
3.99160e-008,1.0361
3.99500e-008,1.0078
3.99840e-008,0.9858
4.00180e-008,0.9714
4.00520e-008,0.9657
4.00860e-008,0.9700
4.01200e-008,0.9829
4.01540e-008,0.9984
4.01880e-008,1.0000
4.02220e-008,0.9634
4.02560e-008,0.8863
4.02900e-008,0.7841
4.03240e-008,0.6608
4.03580e-008,0.5205
4.03920e-008,0.3817
4.04260e-008,0.2668
4.04600e-008,0.1926
4.04940e-008,0.1612
4.05280e-008,0.1587
4.05620e-008,0.1721
4.05960e-008,0.1977
4.06300e-008,0.2334
4.06640e-008,0.2689
4.06980e-008,0.2924
4.07320e-008,0.3016
4.07660e-008,0.3031
4.08000e-008,0.3032
4.08340e-008,0.3037
4.08680e-008,0.3045
4.09020e-008,0.3070
4.09360e-008,0.3134
4.09700e-008,0.3267
4.10040e-008,0.3473
4.10380e-008,0.3722
4.10720e-008,0.3996
4.11060e-008,0.4314
4.11400e-008,0.4743
4.11740e-008,0.5314
4.12080e-008,0.5970
4.12420e-008,0.6710
4.12760e-008,0.7586
4.13100e-008,0.8550
4.13440e-008,0.9504
4.13780e-008,1.0368
4.14120e-008,1.1076
4.14460e-008,1.1623
4.14800e-008,1.2017
4.15140e-008,1.2226
4.15480e-008,1.2240
4.15820e-008,1.2121
4.16160e-008,1.1940
4.16500e-008,1.1716
4.16840e-008,1.1432
4.17180e-008,1.1092
4.17520e-008,1.0738
4.17860e-008,1.0407
4.18200e-008,1.0116
4.18540e-008,0.9885
4.18880e-008,0.9730
4.19220e-008,0.9659
4.19560e-008,0.9687
4.19900e-008,0.9806
4.20240e-008,0.9964
4.20580e-008,1.0016
4.20920e-008,0.9715
4.21260e-008,0.8994
4.21600e-008,0.8004
4.21940e-008,0.6803
4.22280e-008,0.5416
4.22620e-008,0.4012
4.22960e-008,0.2815
4.23300e-008,0.2007
4.23640e-008,0.1636
4.23980e-008,0.1579
4.24320e-008,0.1693
4.24660e-008,0.1932
4.25000e-008,0.2279
4.25340e-008,0.2642
4.25680e-008,0.2898
4.26020e-008,0.3009
4.26360e-008,0.3030
4.26700e-008,0.3032
4.27040e-008,0.3036
4.27380e-008,0.3043
4.27720e-008,0.3064
4.28060e-008,0.3121
4.28400e-008,0.3243
4.28740e-008,0.3439
4.29080e-008,0.3684
4.29420e-008,0.3954
4.29760e-008,0.4263
4.30100e-008,0.4670
4.30440e-008,0.5223
4.30780e-008,0.5870
4.31120e-008,0.6593
4.31460e-008,0.7449
4.31800e-008,0.8407
4.32140e-008,0.9368
4.32480e-008,1.0249
4.32820e-008,1.0982
4.33160e-008,1.1551
4.33500e-008,1.1970
4.33840e-008,1.2208
4.34180e-008,1.2249
4.34520e-008,1.2144
4.34860e-008,1.1969
4.35200e-008,1.1752
4.35540e-008,1.1478
4.35880e-008,1.1144
4.36220e-008,1.0789
4.36560e-008,1.0453
4.36900e-008,1.0156
4.37240e-008,0.9915
4.37580e-008,0.9748
4.37920e-008,0.9664
4.38260e-008,0.9677
4.38600e-008,0.9785
4.38940e-008,0.9942
4.39280e-008,1.0025
4.39620e-008,0.9788
4.39960e-008,0.9120
4.40300e-008,0.8162
4.40640e-008,0.6992
4.40980e-008,0.5626
4.41320e-008,0.4209
4.41660e-008,0.2969
4.42000e-008,0.2097
4.42340e-008,0.1666
4.42680e-008,0.1574
4.43020e-008,0.1669
4.43360e-008,0.1889
4.43700e-008,0.2224
4.44040e-008,0.2593
4.44380e-008,0.2870
4.44720e-008,0.3000
4.45060e-008,0.3029
4.45400e-008,0.3031
4.45740e-008,0.3035
4.46080e-008,0.3042
4.46420e-008,0.3060
4.46760e-008,0.3110
4.47100e-008,0.3220
4.47440e-008,0.3406
4.47780e-008,0.3646
4.48120e-008,0.3913
4.48460e-008,0.4213
4.48800e-008,0.4602
4.49140e-008,0.5134
4.49480e-008,0.5771
4.49820e-008,0.6479
4.50160e-008,0.7314
4.50500e-008,0.8263
4.50840e-008,0.9229
4.51180e-008,1.0127
4.51520e-008,1.0885
4.51860e-008,1.1477
4.52200e-008,1.1919
4.52540e-008,1.2186
4.52880e-008,1.2254
4.53220e-008,1.2166
4.53560e-008,1.1998
4.53900e-008,1.1787
4.54240e-008,1.1523
4.54580e-008,1.1196
4.54920e-008,1.0841
4.55260e-008,1.0501
4.55600e-008,1.0197
4.55940e-008,0.9946
4.56280e-008,0.9768
4.56620e-008,0.9671
4.56960e-008,0.9669
4.57300e-008,0.9764
4.57640e-008,0.9920
4.57980e-008,1.0027
4.58320e-008,0.9851
4.58660e-008,0.9242
4.59000e-008,0.8317
4.59340e-008,0.7178
4.59680e-008,0.5836
4.60020e-008,0.4413
4.60360e-008,0.3133
4.60700e-008,0.2197
4.61040e-008,0.1705
4.61380e-008,0.1574
4.61720e-008,0.1647
4.62060e-008,0.1849
4.62400e-008,0.2169
4.62740e-008,0.2542
4.63080e-008,0.2839
4.63420e-008,0.2990
4.63760e-008,0.3028
4.64100e-008,0.3031
4.64440e-008,0.3035
4.64780e-008,0.3041
4.65120e-008,0.3056
4.65460e-008,0.3099
4.65800e-008,0.3199
4.66140e-008,0.3375
4.66480e-008,0.3609
4.66820e-008,0.3872
4.67160e-008,0.4166
4.67500e-008,0.4536
4.67840e-008,0.5048
4.68180e-008,0.5674
4.68520e-008,0.6368
4.68860e-008,0.7183
4.69200e-008,0.8120
4.69540e-008,0.9089
4.69880e-008,1.0003
4.70220e-008,1.0784
4.70560e-008,1.1399
4.70900e-008,1.1864
4.71240e-008,1.2159
4.71580e-008,1.2256
4.71920e-008,1.2186
4.72260e-008,1.2026
4.72600e-008,1.1821
4.72940e-008,1.1566
4.73280e-008,1.1247
4.73620e-008,1.0893
4.73960e-008,1.0549
4.74300e-008,1.0239
4.74640e-008,0.9979
4.74980e-008,0.9789
4.75320e-008,0.9680
4.75660e-008,0.9663
4.76000e-008,0.9745
4.76340e-008,0.9896
4.76680e-008,1.0022
4.77020e-008,0.9904
4.77360e-008,0.9356
4.77700e-008,0.8466
4.78040e-008,0.7359
4.78380e-008,0.6043
4.78720e-008,0.4618
4.79060e-008,0.3303
4.79400e-008,0.2307
4.79740e-008,0.1750
4.80080e-008,0.1577
4.80420e-008,0.1627
4.80760e-008,0.1812
4.81100e-008,0.2116
4.81440e-008,0.2488
4.81780e-008,0.2804
4.82120e-008,0.2976
4.82460e-008,0.3026
4.82800e-008,0.3031
4.83140e-008,0.3034
4.83480e-008,0.3040
4.83820e-008,0.3052
4.84160e-008,0.3090
4.84500e-008,0.3180
4.84840e-008,0.3345
4.85180e-008,0.3572
4.85520e-008,0.3832
4.85860e-008,0.4120
4.86200e-008,0.4474
4.86540e-008,0.4963
4.86880e-008,0.5577
4.87220e-008,0.6260
4.87560e-008,0.7054
4.87900e-008,0.7977
4.88240e-008,0.8948
4.88580e-008,0.9875
4.88920e-008,1.0680
4.89260e-008,1.1319
4.89600e-008,1.1805
4.89940e-008,1.2128
4.90280e-008,1.2254
4.90620e-008,1.2203
4.90960e-008,1.2052
4.91300e-008,1.1854
4.91640e-008,1.1607
4.91980e-008,1.1297
4.92320e-008,1.0945
4.92660e-008,1.0598
4.93000e-008,1.0282
4.93340e-008,1.0013
4.93680e-008,0.9812
4.94020e-008,0.9691
4.94360e-008,0.9659
4.94700e-008,0.9728
4.95040e-008,0.9872
4.95380e-008,1.0012
4.95720e-008,0.9946
4.96060e-008,0.9462
4.96400e-008,0.8612
4.96740e-008,0.7535
4.97080e-008,0.6247
4.97420e-008,0.4826
4.97760e-008,0.3481
4.98100e-008,0.2428
4.98440e-008,0.1805
4.98780e-008,0.1585
4.99120e-008,0.1610
4.99460e-008,0.1777
4.99800e-008,0.2065
5.00140e-008,0.2434
5.00480e-008,0.2766
5.00820e-008,0.2960
5.01160e-008,0.3024
5.01500e-008,0.3031
5.01840e-008,0.3033
5.02180e-008,0.3039
5.02520e-008,0.3050
5.02860e-008,0.3082
5.03200e-008,0.3162
5.03540e-008,0.3316
5.03880e-008,0.3537
5.04220e-008,0.3793
5.04560e-008,0.4075
5.04900e-008,0.4415
5.05240e-008,0.4882
5.05580e-008,0.5483
5.05920e-008,0.6155
5.06260e-008,0.6928
5.06600e-008,0.7836
5.06940e-008,0.8806
5.07280e-008,0.9745
5.07620e-008,1.0571
5.07960e-008,1.1235
5.08300e-008,1.1743
5.08640e-008,1.2093
5.08980e-008,1.2248
5.09320e-008,1.2219
5.09660e-008,1.2078
5.10000e-008,1.1886
5.10340e-008,1.1648
5.10680e-008,1.1347
5.11020e-008,1.0998
5.11360e-008,1.0648
5.11700e-008,1.0326
5.12040e-008,1.0049
5.12380e-008,0.9837
5.12720e-008,0.9703
5.13060e-008,0.9657
5.13400e-008,0.9712
5.13740e-008,0.9848
5.14080e-008,0.9998
5.14420e-008,0.9979
5.14760e-008,0.9560
5.15100e-008,0.8753
5.15440e-008,0.7707
5.15780e-008,0.6449
5.16120e-008,0.5036
5.16460e-008,0.3665
5.16800e-008,0.2557
5.17140e-008,0.1868
5.17480e-008,0.1598
5.17820e-008,0.1596
5.18160e-008,0.1745
5.18500e-008,0.2016
5.18840e-008,0.2379
5.19180e-008,0.2724
5.19520e-008,0.2941
5.19860e-008,0.3020
5.20200e-008,0.3031
5.20540e-008,0.3033
5.20880e-008,0.3038
5.21220e-008,0.3047
5.21560e-008,0.3075
5.21900e-008,0.3147
5.22240e-008,0.3289
5.22580e-008,0.3501
5.22920e-008,0.3754
5.23260e-008,0.4031
5.23600e-008,0.4358
5.23940e-008,0.4804
5.24280e-008,0.5388
5.24620e-008,0.6051
5.24960e-008,0.6805
5.25300e-008,0.7696
5.25640e-008,0.8664
5.25980e-008,0.9611
5.26320e-008,1.0459
5.26660e-008,1.1148
5.27000e-008,1.1678
5.27340e-008,1.2053
5.27680e-008,1.2238
5.28020e-008,1.2232
5.28360e-008,1.2103
5.28700e-008,1.1917
5.29040e-008,1.1686
5.29380e-008,1.1395
5.29720e-008,1.1051
5.30060e-008,1.0698
5.30400e-008,1.0371
5.30740e-008,1.0086
5.31080e-008,0.9864
5.31420e-008,0.9718
5.31760e-008,0.9658
5.32100e-008,0.9698
5.32440e-008,0.9825
5.32780e-008,0.9981
5.33120e-008,1.0004
5.33460e-008,0.9650
5.33800e-008,0.8889
5.34140e-008,0.7873
5.34480e-008,0.6647
5.34820e-008,0.5246
5.35160e-008,0.3855
5.35500e-008,0.2696
5.35840e-008,0.1941
5.36180e-008,0.1617
5.36520e-008,0.1586
5.36860e-008,0.1715
5.37200e-008,0.1969
5.37540e-008,0.2324
5.37880e-008,0.2680
5.38220e-008,0.2919
5.38560e-008,0.3015
5.38900e-008,0.3031
5.39240e-008,0.3032
5.39580e-008,0.3037
5.39920e-008,0.3045
5.40260e-008,0.3069
5.40600e-008,0.3132
5.40940e-008,0.3263
5.41280e-008,0.3467
5.41620e-008,0.3715
5.41960e-008,0.3989
5.42300e-008,0.4305
5.42640e-008,0.4729
5.42980e-008,0.5297
5.43320e-008,0.5950
5.43660e-008,0.6686
5.44000e-008,0.7558
5.44340e-008,0.8521
5.44680e-008,0.9477
5.45020e-008,1.0344
5.45360e-008,1.1057
5.45700e-008,1.1609
5.46040e-008,1.2009
5.46380e-008,1.2223
5.46720e-008,1.2243
5.47060e-008,1.2127
5.47400e-008,1.1947
5.47740e-008,1.1724
5.48080e-008,1.1442
5.48420e-008,1.1103
5.48760e-008,1.0749
5.49100e-008,1.0417
5.49440e-008,1.0125
5.49780e-008,0.9892
5.50120e-008,0.9734
5.50460e-008,0.9661
5.50800e-008,0.9686
5.51140e-008,0.9802
5.51480e-008,0.9960
5.51820e-008,1.0018
5.52160e-008,0.9731
5.52500e-008,0.9020
5.52840e-008,0.8036
5.53180e-008,0.6840
5.53520e-008,0.5457
5.53860e-008,0.4050
5.54200e-008,0.2845
5.54540e-008,0.2024
5.54880e-008,0.1642
5.55220e-008,0.1578
5.55560e-008,0.1689
5.55900e-008,0.1924
5.56240e-008,0.2268
5.56580e-008,0.2632
5.56920e-008,0.2893
5.57260e-008,0.3008
5.57600e-008,0.3030
5.57940e-008,0.3032
5.58280e-008,0.3036
5.58620e-008,0.3044
5.58960e-008,0.3064
5.59300e-008,0.3120
5.59640e-008,0.3239
5.59980e-008,0.3433
5.60320e-008,0.3677
5.60660e-008,0.3947
5.61000e-008,0.4254
5.61340e-008,0.4657
5.61680e-008,0.5206
5.62020e-008,0.5850
5.62360e-008,0.6569
5.62700e-008,0.7421
5.63040e-008,0.8377
5.63380e-008,0.9339
5.63720e-008,1.0224
5.64060e-008,1.0963
5.64400e-008,1.1537
5.64740e-008,1.1961
5.65080e-008,1.2205
5.65420e-008,1.2251
5.65760e-008,1.2150
5.66100e-008,1.1976
5.66440e-008,1.1760
5.66780e-008,1.1488
5.67120e-008,1.1155
5.67460e-008,1.0800
5.67800e-008,1.0463
5.68140e-008,1.0164
5.68480e-008,0.9922
5.68820e-008,0.9753
5.69160e-008,0.9666
5.69500e-008,0.9676
5.69840e-008,0.9781
5.70180e-008,0.9939
5.70520e-008,1.0026
5.70860e-008,0.9802
5.71200e-008,0.9146
5.71540e-008,0.8193
5.71880e-008,0.7030
5.72220e-008,0.5667
5.72560e-008,0.4249
5.72900e-008,0.3001
5.73240e-008,0.2116
5.73580e-008,0.1673
5.73920e-008,0.1574
5.74260e-008,0.1665
5.74600e-008,0.1882
5.74940e-008,0.2213
5.75280e-008,0.2583
5.75620e-008,0.2865
5.75960e-008,0.2999
5.76300e-008,0.3029
5.76640e-008,0.3032
5.76980e-008,0.3036
5.77320e-008,0.3042
5.77660e-008,0.3060
5.78000e-008,0.3108
5.78340e-008,0.3216
5.78680e-008,0.3401
5.79020e-008,0.3639
5.79360e-008,0.3906
5.79700e-008,0.4204
5.80040e-008,0.4589
5.80380e-008,0.5117
5.80720e-008,0.5752
5.81060e-008,0.6457
5.81400e-008,0.7288
5.81740e-008,0.8234
5.82080e-008,0.9201
5.82420e-008,1.0102
5.82760e-008,1.0865
5.83100e-008,1.1462
5.83440e-008,1.1908
5.83780e-008,1.2181
5.84120e-008,1.2255
5.84460e-008,1.2170
5.84800e-008,1.2004
5.85140e-008,1.1794
5.85480e-008,1.1532
5.85820e-008,1.1206
5.86160e-008,1.0852
5.86500e-008,1.0511
5.86840e-008,1.0205
5.87180e-008,0.9953
5.87520e-008,0.9772
5.87860e-008,0.9673
5.88200e-008,0.9668
5.88540e-008,0.9761
5.88880e-008,0.9915
5.89220e-008,1.0026
5.89560e-008,0.9862
5.89900e-008,0.9265
5.90240e-008,0.8347
5.90580e-008,0.7214
5.90920e-008,0.5876
5.91260e-008,0.4452
5.91600e-008,0.3166
5.91940e-008,0.2218
5.92280e-008,0.1713
5.92620e-008,0.1574
5.92960e-008,0.1643
5.93300e-008,0.1842
5.93640e-008,0.2159
5.93980e-008,0.2532
5.94320e-008,0.2832
5.94660e-008,0.2988
5.95000e-008,0.3028
5.95340e-008,0.3032
5.95680e-008,0.3035
5.96020e-008,0.3041
5.96360e-008,0.3056
5.96700e-008,0.3098
5.97040e-008,0.3196
5.97380e-008,0.3370
5.97720e-008,0.3602
5.98060e-008,0.3865
5.98400e-008,0.4157
5.98740e-008,0.4524
5.99080e-008,0.5031
5.99420e-008,0.5654
5.99760e-008,0.6346
6.00100e-008,0.7156
6.00440e-008,0.8091
6.00780e-008,0.9060
6.01120e-008,0.9977
6.01460e-008,1.0763
6.01800e-008,1.1383
6.02140e-008,1.1853
6.02480e-008,1.2154
6.02820e-008,1.2256
6.03160e-008,1.2190
6.03500e-008,1.2032
6.03840e-008,1.1829
6.04180e-008,1.1575
6.04520e-008,1.1258
6.04860e-008,1.0904
6.05200e-008,1.0559
6.05540e-008,1.0248
6.05880e-008,0.9986
6.06220e-008,0.9794
6.06560e-008,0.9682
6.06900e-008,0.9662
6.07240e-008,0.9742
6.07580e-008,0.9892
6.07920e-008,1.0021
6.08260e-008,0.9914
6.08600e-008,0.9378
6.08940e-008,0.8496
6.09280e-008,0.7394
6.09620e-008,0.6083
6.09960e-008,0.4658
6.10300e-008,0.3337
6.10640e-008,0.2330
6.10980e-008,0.1760
6.11320e-008,0.1578
6.11660e-008,0.1624
6.12000e-008,0.1805
6.12340e-008,0.2107
6.12680e-008,0.2478
6.13020e-008,0.2797
6.13360e-008,0.2974
6.13700e-008,0.3026
6.14040e-008,0.3032
6.14380e-008,0.3034
6.14720e-008,0.3040
6.15060e-008,0.3053
6.15400e-008,0.3089
6.15740e-008,0.3177
6.16080e-008,0.3340
6.16420e-008,0.3566
6.16760e-008,0.3825
6.17100e-008,0.4111
6.17440e-008,0.4462
6.17780e-008,0.4947
6.18120e-008,0.5559
6.18460e-008,0.6239
6.18800e-008,0.7028
6.19140e-008,0.7949
6.19480e-008,0.8919
6.19820e-008,0.9849
6.20160e-008,1.0658
6.20500e-008,1.1302
6.20840e-008,1.1793
6.21180e-008,1.2122
6.21520e-008,1.2253
6.21860e-008,1.2207
6.22200e-008,1.2058
6.22540e-008,1.1861
6.22880e-008,1.1616
6.23220e-008,1.1308
6.23560e-008,1.0956
6.23900e-008,1.0608
6.24240e-008,1.0291
6.24580e-008,1.0021
6.24920e-008,0.9818
6.25260e-008,0.9693
6.25600e-008,0.9659
6.25940e-008,0.9725
6.26280e-008,0.9868
6.26620e-008,1.0010
6.26960e-008,0.9954
6.27300e-008,0.9482
6.27640e-008,0.8640
6.27980e-008,0.7570
6.28320e-008,0.6287
6.28660e-008,0.4867
6.29000e-008,0.3517
6.29340e-008,0.2452
6.29680e-008,0.1817
6.30020e-008,0.1587
6.30360e-008,0.1608
6.30700e-008,0.1771
6.31040e-008,0.2056
6.31380e-008,0.2424
6.31720e-008,0.2758
6.32060e-008,0.2957
6.32400e-008,0.3023
6.32740e-008,0.3031
6.33080e-008,0.3034
6.33420e-008,0.3039
6.33760e-008,0.3050
6.34100e-008,0.3082
6.34440e-008,0.3160
6.34780e-008,0.3311
6.35120e-008,0.3530
6.35460e-008,0.3786
6.35800e-008,0.4067
6.36140e-008,0.4404
6.36480e-008,0.4866
6.36820e-008,0.5464
6.37160e-008,0.6134
6.37500e-008,0.6903
6.37840e-008,0.7807
6.38180e-008,0.8777
6.38520e-008,0.9717
6.38860e-008,1.0549
6.39200e-008,1.1218
6.39540e-008,1.1730
6.39880e-008,1.2085
6.40220e-008,1.2247
6.40560e-008,1.2223
6.40900e-008,1.2084
6.41240e-008,1.1893
6.41580e-008,1.1656
6.41920e-008,1.1357
6.42260e-008,1.1009
6.42600e-008,1.0658
6.42940e-008,1.0335
6.43280e-008,1.0057
6.43620e-008,0.9843
6.43960e-008,0.9707
6.44300e-008,0.9658
6.44640e-008,0.9709
6.44980e-008,0.9844
6.45320e-008,0.9995
6.45660e-008,0.9986
6.46000e-008,0.9580
6.46340e-008,0.8780
6.46680e-008,0.7740
6.47020e-008,0.6488
6.47360e-008,0.5077
6.47700e-008,0.3702
6.48040e-008,0.2584
6.48380e-008,0.1881
6.48720e-008,0.1601
6.49060e-008,0.1594
6.49400e-008,0.1739
6.49740e-008,0.2007
6.50080e-008,0.2369
6.50420e-008,0.2716
6.50760e-008,0.2938
6.51100e-008,0.3019
6.51440e-008,0.3031
6.51780e-008,0.3033
6.52120e-008,0.3038
6.52460e-008,0.3048
6.52800e-008,0.3075
6.53140e-008,0.3144
6.53480e-008,0.3284
6.53820e-008,0.3495
6.54160e-008,0.3746
6.54500e-008,0.4023
6.54840e-008,0.4348
6.55180e-008,0.4789
6.55520e-008,0.5370
6.55860e-008,0.6031
6.56200e-008,0.6781
6.56540e-008,0.7668
6.56880e-008,0.8635
6.57220e-008,0.9584
6.57560e-008,1.0436
6.57900e-008,1.1130
6.58240e-008,1.1664
6.58580e-008,1.2045
6.58920e-008,1.2236
6.59260e-008,1.2235
6.59600e-008,1.2109
6.59940e-008,1.1923
6.60280e-008,1.1694
6.60620e-008,1.1405
6.60960e-008,1.1061
6.61300e-008,1.0708
6.61640e-008,1.0380
6.61980e-008,1.0094
6.62320e-008,0.9870
6.62660e-008,0.9722
6.63000e-008,0.9659
6.63340e-008,0.9695
6.63680e-008,0.9821
6.64020e-008,0.9977
6.64360e-008,1.0007
6.64700e-008,0.9667
6.65040e-008,0.8915
6.65380e-008,0.7906
6.65720e-008,0.6685
6.66060e-008,0.5288
6.66400e-008,0.3893
6.66740e-008,0.2725
6.67080e-008,0.1957
6.67420e-008,0.1621
6.67760e-008,0.1584
6.68100e-008,0.1710
6.68440e-008,0.1960
6.68780e-008,0.2313
6.69120e-008,0.2671
6.69460e-008,0.2914
6.69800e-008,0.3014
6.70140e-008,0.3031
6.70480e-008,0.3033
6.70820e-008,0.3037
6.71160e-008,0.3046
6.71500e-008,0.3069
6.71840e-008,0.3131
6.72180e-008,0.3259
6.72520e-008,0.3461
6.72860e-008,0.3708
6.73200e-008,0.3981
6.73540e-008,0.4295
6.73880e-008,0.4714
6.74220e-008,0.5278
6.74560e-008,0.5930
6.74900e-008,0.6662
6.75240e-008,0.7530
6.75580e-008,0.8491
6.75920e-008,0.9449
6.76260e-008,1.0320
6.76600e-008,1.1038
6.76940e-008,1.1595
6.77280e-008,1.2000
6.77620e-008,1.2220
6.77960e-008,1.2245
6.78300e-008,1.2132
6.78640e-008,1.1953
6.78980e-008,1.1732
6.79320e-008,1.1452
6.79660e-008,1.1114
6.80000e-008,1.0759
6.80340e-008,1.0426
6.80680e-008,1.0133
6.81020e-008,0.9898
6.81360e-008,0.9738
6.81700e-008,0.9662
6.82040e-008,0.9684
6.82380e-008,0.9798
6.82720e-008,0.9957
6.83060e-008,1.0022
6.83400e-008,0.9746
6.83740e-008,0.9046
6.84080e-008,0.8068
6.84420e-008,0.6878
6.84760e-008,0.5499
6.85100e-008,0.4089
6.85440e-008,0.2874
6.85780e-008,0.2041
6.86120e-008,0.1647
6.86460e-008,0.1577
6.86800e-008,0.1684
6.87140e-008,0.1916
6.87480e-008,0.2258
6.87820e-008,0.2623
6.88160e-008,0.2889
6.88500e-008,0.3007
6.88840e-008,0.3031
6.89180e-008,0.3033
6.89520e-008,0.3037
6.89860e-008,0.3044
6.90200e-008,0.3064
6.90540e-008,0.3118
6.90880e-008,0.3235
6.91220e-008,0.3427
6.91560e-008,0.3670
6.91900e-008,0.3939
6.92240e-008,0.4244
6.92580e-008,0.4644
6.92920e-008,0.5188
6.93260e-008,0.5830
6.93600e-008,0.6547
6.93940e-008,0.7394
6.94280e-008,0.8348
6.94620e-008,0.9311
6.94960e-008,1.0200
6.95300e-008,1.0943
6.95640e-008,1.1522
6.95980e-008,1.1951
6.96320e-008,1.2201
6.96660e-008,1.2252
6.97000e-008,1.2154
6.97340e-008,1.1982
6.97680e-008,1.1767
6.98020e-008,1.1497
6.98360e-008,1.1166
6.98700e-008,1.0811
6.99040e-008,1.0473
6.99380e-008,1.0173
6.99720e-008,0.9928
7.00060e-008,0.9757
7.00400e-008,0.9667
7.00740e-008,0.9674
7.01080e-008,0.9777
7.01420e-008,0.9934
7.01760e-008,1.0027
7.02100e-008,0.9814
7.02440e-008,0.9170
7.02780e-008,0.8224
7.03120e-008,0.7067
7.03460e-008,0.5709
7.03800e-008,0.4289
7.04140e-008,0.3033
7.04480e-008,0.2135
7.04820e-008,0.1681
7.05160e-008,0.1574
7.05500e-008,0.1660
7.05840e-008,0.1874
7.06180e-008,0.2203
7.06520e-008,0.2573
7.06860e-008,0.2859
7.07200e-008,0.2997
7.07540e-008,0.3029
7.07880e-008,0.3032
7.08220e-008,0.3036
7.08560e-008,0.3042
7.08900e-008,0.3059
7.09240e-008,0.3107
7.09580e-008,0.3213
7.09920e-008,0.3395
7.10260e-008,0.3633
7.10600e-008,0.3898
7.10940e-008,0.4195
7.11280e-008,0.4576
7.11620e-008,0.5100
7.11960e-008,0.5732
7.12300e-008,0.6434
7.12640e-008,0.7261
7.12980e-008,0.8205
7.13320e-008,0.9172
7.13660e-008,1.0077
7.14000e-008,1.0845
7.14340e-008,1.1446
7.14680e-008,1.1898
7.15020e-008,1.2177
7.15360e-008,1.2256
7.15700e-008,1.2175
7.16040e-008,1.2010
7.16380e-008,1.1802
7.16720e-008,1.1541
7.17060e-008,1.1217
7.17400e-008,1.0863
7.17740e-008,1.0521
7.18080e-008,1.0214
7.18420e-008,0.9960
7.18760e-008,0.9777
7.19100e-008,0.9675
7.19440e-008,0.9667
7.19780e-008,0.9757
7.20120e-008,0.9911
7.20460e-008,1.0027
7.20800e-008,0.9874
7.21140e-008,0.9289
7.21480e-008,0.8377
7.21820e-008,0.7251
7.22160e-008,0.5918
7.22500e-008,0.4493
7.22840e-008,0.3199
7.23180e-008,0.2239
7.23520e-008,0.1721
7.23860e-008,0.1574
7.24200e-008,0.1639
7.24540e-008,0.1835
7.24880e-008,0.2149
7.25220e-008,0.2521
7.25560e-008,0.2826
7.25900e-008,0.2986
7.26240e-008,0.3028
7.26580e-008,0.3032
7.26920e-008,0.3035
7.27260e-008,0.3041
7.27600e-008,0.3056
7.27940e-008,0.3097
7.28280e-008,0.3193
7.28620e-008,0.3364
7.28960e-008,0.3596
7.29300e-008,0.3857
7.29640e-008,0.4148
7.29980e-008,0.4512
7.30320e-008,0.5014
7.30660e-008,0.5635
